loss,accuracy,val_loss,val_accuracy,lr
0.6476706862449646,0.7533564567565918,0.9446184039115906,0.594969630241394,1e-04
0.36106571555137634,0.878735363483429,0.7496771216392517,0.6999132633209229,1e-04
0.2464226633310318,0.9174967408180237,0.5843547582626343,0.7840416431427002,1e-04
0.1736302524805069,0.9417496919631958,0.5833004117012024,0.797051191329956,1e-04
0.13895776867866516,0.9556084871292114,0.5295019745826721,0.8395490050315857,1e-04
0.112641341984272,0.9634040594100952,0.5949486494064331,0.8326106071472168,1e-04
0.09312701225280762,0.9690341949462891,0.6328504681587219,0.838681697845459,1e-04
0.07247424125671387,0.9770463109016418,0.7095654010772705,0.8395490050315857,1e-04
0.04441927373409271,0.9867908358573914,0.883216381072998,0.8196010589599609,1e-04
0.07561458647251129,0.9757470488548279,0.892152726650238,0.8421509265899658,1e-04
0.05225014314055443,0.9848419427871704,0.7671951055526733,0.8430182337760925,1e-04
0.04955974966287613,0.9848419427871704,0.8985573649406433,0.8343451619148254,1e-04
0.036325179040431976,0.9861412048339844,0.8947334885597229,0.8282740712165833,1e-04
0.038125839084386826,0.9880900979042053,0.8632091283798218,0.8178664445877075,1e-04
0.03365818038582802,0.9887397289276123,0.9463321566581726,0.8300086855888367,1e-04
0.027293413877487183,0.9904720783233643,0.896982729434967,0.8265394568443298,1e-04
0.018459202721714973,0.9932871460914612,0.8803378939628601,0.8265394568443298,3.1622774e-05
0.02371521294116974,0.9919878840446472,0.8306570053100586,0.8343451619148254,3.1622774e-05
0.018866756930947304,0.9943698644638062,0.8949366211891174,0.8239375352859497,3.1622774e-05
0.020000489428639412,0.9937202334403992,0.8903241157531738,0.8196010589599609,3.1622774e-05
0.014806999824941158,0.9948029518127441,0.9292934536933899,0.8282740712165833,3.1622774e-05
0.017682699486613274,0.9935036897659302,0.9227504730224609,0.8369470834732056,9.999999e-06
0.011550073511898518,0.9961022138595581,0.9649921655654907,0.8326106071472168,9.999999e-06
0.012538564391434193,0.9969683885574341,0.922447681427002,0.8308759927749634,9.999999e-06
0.012939328327775002,0.9954525828361511,0.874579668045044,0.8421509265899658,9.999999e-06
0.014502988196909428,0.9954525828361511,0.8633505702018738,0.8421509265899658,9.999999e-06
0.017305638641119003,0.9950194954872131,0.9076140522956848,0.8360797762870789,3.1622774e-06
0.01515131164342165,0.9956691265106201,0.8700966835021973,0.8352124691009521,3.1622774e-06
0.01745001971721649,0.9950194954872131,0.8600981831550598,0.8421509265899658,3.1622774e-06
0.012205960229039192,0.9958856701850891,0.9000359773635864,0.8326106071472168,3.1622774e-06
0.01396186649799347,0.9948029518127441,0.8782223463058472,0.8360797762870789,3.1622774e-06
